year,school,Overall_W,Overall_SRS,made_it
2000,Tennessee,26,18.94,1
2000,Texas A&M,8,-3.85,0
2000,Texas-Arlington,15,-4.7,0
2000,Texas Christian,18,5.9,0
2000,Texas-El Paso,13,5.95,0
2000,Texas-Rio Grande Valley,12,-8.28,0
2000,Texas-San Antonio,15,-4.38,0
2000,Texas Southern,15,-12.65,0
2000,Texas State,12,-7.49,0
2000,Texas Tech,12,3.32,0
2000,Texas,24,20.43,1
2000,Toledo,18,4.69,0
2000,Towson,11,-10.38,0
2000,Troy,17,-5.94,0
2000,Tulane,20,5.79,0
2000,Tulsa,32,19.94,1
2000,UCLA,21,15.29,1
2000,Utah State,28,8.83,1
2000,Utah,23,12.23,1
2000,Valparaiso,19,-2.89,1
2000,Vanderbilt,19,12.64,0
2000,Vermont,16,-9.79,0
2000,Villanova,20,7.62,0
2000,Virginia Commonwealth,14,-4.87,0
2000,VMI,6,-14.9,0
2000,Virginia Tech,16,3,0
2000,Virginia,19,12.29,0
2000,Wagner,11,-9.07,0
2000,Wake Forest,22,14.2,0
2000,Washington State,6,-1.91,0
2000,Washington,10,2.46,0
2000,Weber State,18,1.98,0
2000,West Virginia,14,3.65,0
2000,Western Carolina,14,-10.42,0
2000,Western Illinois,8,-9.75,0
2000,Western Kentucky,11,-4,0
2000,Western Michigan,10,-3.38,0
2000,Wichita State,12,0.56,0
2000,William & Mary,11,-5.55,0
2000,Winthrop,21,-1.04,1
2000,Wisconsin,22,16.67,1
2000,Wofford,14,-7.64,0
2000,Wright State,11,-5.22,0
2000,Wyoming,19,6.88,0
2000,Xavier,21,9.36,0
2000,Yale,7,-15.73,0
2000,Youngstown State,12,-8.07,0
2001,Air Force,8,-3.57,0
2001,Akron,12,-3.09,0
2001,Alabama A&M,17,-13.46,0
2001,Alabama-Birmingham,17,6.63,0
2001,Alabama State,22,-8.86,1
2001,Alabama,25,14.02,0
2001,Albany (NY),6,-18.87,0
2001,Alcorn State,15,-11.98,0
2001,American,7,-10.33,0
2001,Appalachian State,11,-12.13,0
2001,Arizona State,13,11.09,0
2001,Arizona,28,26.84,1
2001,Little Rock,18,-0.79,0
2001,Arkansas-Pine Bluff,2,-31.2,0
2001,Arkansas State,17,-4.23,0
2001,Arkansas,20,16.61,1
2001,Army,9,-15.73,0
2001,Auburn,18,11.48,0
2001,Austin Peay,22,-0.53,0
2001,Ball State,18,3.12,0
2001,Baylor,19,7.42,0
2001,Belmont,13,-9.75,0
2001,Bethune-Cookman,10,-17.81,0
2001,Boise State,17,-0.69,0
2001,Boston College,27,17.99,1
2001,Boston University,14,-5.3,0
2001,Bowling Green State,15,2,0
2001,Bradley,19,3.15,0
2001,Brigham Young,24,10.94,1
2001,Brown,15,-8.93,0
2001,Bucknell,14,-12.19,0
2001,Buffalo,4,-9.02,0
2001,Butler,24,12.55,1
2001,Cal Poly,9,-8.24,0
2001,Cal State Fullerton,5,-13.24,0
2001,Cal State Northridge,22,5.94,1
2001,UC-Irvine,25,2.12,0
2001,UC-Santa Barbara,13,-2.87,0
2001,University of California,20,14.76,1
2001,Campbell,7,-16.75,0
2001,Canisius,20,-2.11,0
2001,Centenary (LA),8,-13.08,0
2001,Central Connecticut State,14,-8.79,0
2001,Central Florida,8,-9.46,0
2001,Central Michigan,20,0.98,0
2001,Charleston Southern,10,-16.14,0
2001,Charlotte,22,14.24,1
2001,Chattanooga,17,-2.13,0
2001,Chicago State,5,-15.14,0
2001,Cincinnati,25,16.19,1
2001,Citadel,16,-6.91,0
2001,Clemson,12,2.73,0
2001,Cleveland State,19,2.06,0
2001,Coastal Carolina,8,-13.37,0
2001,Colgate,13,-10.85,0
2001,College of Charleston,22,1.62,0
2001,Colorado State,15,5.49,0
2001,Colorado,15,11.1,0
2001,Columbia,12,-10.79,0
2001,Connecticut,20,10.17,0
2001,Coppin State,13,-12.03,0
2001,Cornell,7,-14.4,0
2001,Creighton,24,12.4,1
2001,Dartmouth,8,-14.38,0
2001,Davidson,15,-8.76,0
2001,Dayton,21,9.73,0
2001,Delaware State,13,-15.11,0
2001,Delaware,20,1.9,0
2001,Denver,10,-7.3,0
2001,DePaul,12,5.34,0
2001,Detroit Mercy,25,7.83,0
2001,Drake,12,0.83,0
2001,Drexel,15,-4.06,0
2001,Duke,35,32.18,1
2001,Duquesne,9,-3.14,0
2001,East Carolina,14,-4.24,0
2001,East Tennessee State,18,-3.04,0
2001,Eastern Illinois,21,0.99,1
2001,Eastern Kentucky,7,-13.6,0
2001,Eastern Michigan,3,-11.4,0
2001,Eastern Washington,17,0.05,0
2001,Elon,9,-17.92,0
2001,Evansville,14,-1.68,0
2001,Fairfield,12,-6.43,0
2001,Fairleigh Dickinson,13,-11.42,0
2001,Florida A&M,6,-22.79,0
2001,Florida Atlantic,7,-16.07,0
2001,Florida International,8,-9.16,0
2001,Florida State,9,3.2,0
2001,Florida,24,21.32,1
2001,Fordham,12,0.6,0
2001,Fresno State,26,15.66,1
2001,Furman,10,-7.7,0
2001,George Mason,18,5.12,1
2001,George Washington,14,8.37,0
2001,Georgetown,25,12.07,1
2001,Georgia Southern,15,-6.58,0
2001,Georgia State,29,5.25,1
2001,Georgia Tech,17,14.51,1
2001,Georgia,16,12.67,1
2001,Gonzaga,26,12.57,1
2001,Grambling,8,-19.88,0
2001,Green Bay,11,-2.15,0
2001,Hampton,25,-3.67,1
2001,Hartford,4,-16.83,0
2001,Harvard,14,-6.9,0
2001,Hawaii,17,6.89,1
2001,High Point,8,-18.26,0
2001,Hofstra,26,5.11,1
2001,Holy Cross,22,-0.31,1
2001,Houston,9,-1.33,0
2001,Howard,10,-19.91,0
2001,Idaho State,14,-2.1,0
2001,Idaho,6,-12.18,0
2001,Illinois-Chicago,11,-0.05,0
2001,Illinois State,21,5.96,0
2001,Illinois,27,23.32,1
2001,Indiana State,22,6.95,1
2001,Indiana,21,17.58,1
2001,Iona,22,0.25,1
2001,Iowa State,25,15.9,1
2001,Iowa,23,14.24,1
2001,IUPUI,11,-5.26,0
2001,Jackson State,7,-18.35,0
2001,Jacksonville State,9,-14.43,0
2001,Jacksonville,18,-5.83,0
2001,James Madison,12,-5.06,0
2001,Kansas State,11,3.95,0
2001,Kansas,26,20.23,1
2001,Kent State,24,8.69,1
2001,Kentucky,24,20.27,1
2001,La Salle,12,2.21,0
2001,Lafayette,12,-8.83,0
2001,Lamar,9,-16.83,0
2001,Lehigh,13,-10.3,0
2001,Liberty,13,-13.62,0
2001,Long Beach State,18,-1.92,0
2001,Long Island University,12,-14.4,0
2001,Louisiana,16,0.58,0
2001,Louisiana-Monroe,11,-14.11,0
2001,Louisiana State,13,10.69,0
2001,Louisiana Tech,17,-1.23,0
2001,Louisville,12,2.83,0
2001,Loyola (IL),7,-6.69,0
2001,Loyola Marymount,9,-6.75,0
2001,Loyola (MD),6,-13.53,0
2001,Maine,18,-4.68,0
2001,Manhattan,14,-0.82,0
2001,Marist,17,-1.87,0
2001,Marquette,15,6.78,0
2001,Marshall,18,5.49,0
2001,Maryland-Baltimore County,18,-5.52,0
2001,Maryland-Eastern Shore,12,-18.23,0
2001,Maryland,25,23.82,1
2001,Massachusetts,15,7.88,0
2001,McNeese State,22,-1.39,0
2001,Memphis,21,13.2,0
2001,Mercer,13,-7.71,0
2001,Miami (FL),16,7.54,0
2001,Miami (OH),17,4.63,0
2001,Michigan State,28,25.12,1
2001,Michigan,10,3.21,0
2001,Middle Tennessee,5,-11.95,0
2001,Milwaukee,15,2.85,0
2001,Minnesota,18,9.44,0
2001,Mississippi State,18,13.15,0
2001,Mississippi Valley State,18,-9.16,0
2001,Mississippi,27,15.05,1
2001,Missouri-Kansas City,14,-1.57,0
2001,Missouri State,13,0.57,0
2001,Missouri,20,10.76,1
2001,Monmouth,21,-3.82,1
2001,Montana State,16,-1.09,0
2001,Montana,11,-4.82,0
2001,Morehead State,12,-8.25,0
2001,Morgan State,6,-17.31,0
2001,Mount St. Mary's,7,-17.23,0
2001,Murray State,17,-1.73,0
2001,Navy,19,-1.67,0
2001,Nebraska,14,7.94,0
2001,Nevada-Las Vegas,16,4.6,0
2001,Nevada,10,0.76,0
2001,New Hampshire,7,-14.48,0
2001,New Mexico State,14,1.25,0
2001,New Mexico,21,6.96,0
2001,New Orleans,17,-1.95,0
2001,Niagara,15,-4.97,0
2001,Nicholls State,14,-12.86,0
2001,Norfolk State,12,-12.7,0
2001,North Carolina-Asheville,15,-9.75,0
2001,North Carolina A&T,13,-13.82,0
2001,North Carolina-Greensboro,19,-5.02,1
2001,North Carolina State,13,12.35,0
2001,North Carolina-Wilmington,19,2.47,0
2001,North Carolina,26,19.95,1
2001,North Texas,4,-17.43,0
2001,Northeastern,10,-11.92,0
2001,Northern Arizona,15,-2.24,0
2001,Northern Illinois,5,-11.47,0
2001,Northern Iowa,7,-5.2,0
2001,Northwestern State,19,-11.1,1
2001,Northwestern,11,3.38,0
2001,Notre Dame,20,14.35,1
2001,Oakland,12,-6.28,0
2001,Ohio State,20,15.68,1
2001,Ohio,19,4.79,0
2001,Oklahoma State,20,10.81,1
2001,Oklahoma,26,15.54,1
2001,Old Dominion,13,-0.08,0
2001,Oral Roberts,10,-10.13,0
2001,Oregon State,10,4.48,0
2001,Oregon,14,8.72,0
2001,Pacific,18,0.63,0
2001,Penn State,21,12.42,1
2001,Pennsylvania,12,-3.11,0
2001,Pepperdine,22,9.74,0
2001,Pittsburgh,19,7.38,0
2001,Portland State,9,-9.5,0
2001,Portland,11,-5.64,0
2001,Prairie View,6,-24.35,0
2001,Princeton,16,-2.53,1
2001,Providence,21,13.74,1
2001,Purdue,17,14.7,0
2001,Quinnipiac,6,-16.86,0
2001,Radford,19,-7.67,0
2001,Rhode Island,7,-6.38,0
2001,Rice,14,2.33,0
2001,Richmond,22,9.08,0
2001,Rider,16,-4.58,0
2001,Robert Morris,7,-16.09,0
2001,Rutgers,11,4.75,0
2001,Sacramento State,5,-13.25,0
2001,Sacred Heart,7,-19.64,0
2001,Saint Francis (PA),9,-14.29,0
2001,Saint Joseph's,26,12.72,1
2001,Saint Louis,17,10.03,0
2001,Saint Mary's (CA),2,-18.27,0
2001,Saint Peter's,4,-13.72,0
2001,Sam Houston State,16,-8.16,0
2001,Samford,15,-4.07,0
2001,San Diego State,14,2.25,0
2001,San Diego,16,4.49,0
2001,San Francisco,12,-3.87,0
2001,San Jose State,14,4.26,0
2001,Santa Clara,20,2.91,0
2001,Seton Hall,16,6.48,0
2001,Siena,20,0.66,0
2001,South Alabama,22,1.8,0
2001,South Carolina State,19,-7.51,0
2001,South Carolina,15,10.03,0
2001,South Florida,18,10.49,0
2001,Southeast Missouri State,18,-3.57,0
2001,Southeastern Louisiana,8,-15.4,0
2001,Southern California,24,16.53,1
2001,Southern Illinois,16,2.35,0
2001,Southern Methodist,18,7.85,0
2001,Southern Mississippi,22,10.97,0
2001,Southern Utah,25,3.01,1
2001,Southern,11,-16.55,0
2001,St. Bonaventure,18,7.74,0
2001,St. Francis (NY),18,-5.76,0
2001,St. John's (NY),14,9.03,0
2001,Stanford,31,25.76,1
2001,Stephen F. Austin,9,-13.75,0
2001,Stetson,17,-5.99,0
2001,Stony Brook,17,-9.42,0
2001,Syracuse,25,11.14,1
2001,Temple,24,16.2,1
2001,Tennessee-Martin,10,-9.89,0
2001,Tennessee State,10,-7.59,0
2001,Tennessee Tech,20,-0.63,0
2001,Tennessee,22,15.49,1
2001,Texas A&M,10,-2.19,0
2001,Texas-Arlington,13,-12.47,0
2001,Texas Christian,20,11.89,0
2001,Texas-El Paso,23,7.82,0
2001,Texas-Rio Grande Valley,12,-6.42,0
2001,Texas-San Antonio,14,-9.33,0
2001,Texas Southern,7,-21.23,0
2001,Texas State,13,-13.59,0
2001,Texas Tech,9,0.12,0
2001,Texas,25,14.25,1
2001,Toledo,22,7.01,0
2001,Towson,12,-10.84,0
2001,Troy,19,-4.83,0
2001,Tulane,9,-5.75,0
2001,Tulsa,26,13.26,0
2001,UCLA,23,17.13,1
2001,Utah State,28,9.97,1
2001,Utah,19,10.29,0
2001,Valparaiso,24,3.38,0
2001,Vanderbilt,15,8.62,0
2001,Vermont,12,-10.31,0
2001,Villanova,18,8.16,0
2001,Virginia Commonwealth,16,0.15,0
2001,VMI,9,-13.22,0
2001,Virginia Tech,8,-5.37,0
2001,Virginia,20,18.93,1
2001,Wagner,16,-5.86,0
2001,Wake Forest,19,20.53,1
2001,Washington State,12,3.64,0
2001,Washington,10,-0.06,0
2001,Weber State,15,-1.17,0
2001,West Virginia,17,3.45,0
2001,Western Carolina,6,-15.14,0
2001,Western Illinois,5,-12.88,0
2001,Western Kentucky,24,8.67,1
2001,Western Michigan,7,-7.17,0
2001,Wichita State,9,-1.1,0
2001,William & Mary,11,-5.74,0
2001,Winthrop,18,-3.73,1
2001,Wisconsin,18,14.9,1
2001,Wofford,12,-4.43,0
2001,Wright State,18,1.41,0
2001,Wyoming,20,8.93,0
2001,Xavier,21,12.14,1
2001,Yale,10,-9.49,0
2001,Youngstown State,19,-3.66,0
2002,Air Force,9,-0.95,0
2002,Akron,10,-4.84,0
2002,Alabama A&M,19,-11.33,0
2002,Alabama-Birmingham,13,5.56,0
2002,Alabama State,19,-13.25,0
2002,Alabama,27,16.93,1
2002,Albany (NY),8,-16.99,0
2002,Alcorn State,21,-11.28,1
2002,American,18,-5,0
2002,Appalachian State,10,-7.53,0
2002,Arizona State,14,9.79,0
2002,Arizona,24,16.93,1
2002,Little Rock,18,2.67,0
2002,Arkansas-Pine Bluff,2,-27.49,0
2002,Arkansas State,15,2.13,0
2002,Arkansas,14,12.27,0
2002,Army,12,-13.02,0
2002,Auburn,12,6.89,0
2002,Austin Peay,14,-4.02,0
2002,Ball State,23,8.87,0
2002,Baylor,14,6.23,0
2002,Belmont,11,-7.11,0
2002,Bethune-Cookman,12,-14.33,0
2002,Binghamton,9,-13.87,0
2002,Boise State,13,-1.64,0
2002,Boston College,20,8.95,1
2002,Boston University,22,-4.68,1
2002,Bowling Green State,24,7.68,0
2002,Bradley,9,-3.55,0
2002,Brigham Young,18,9.35,0
2002,Brown,17,-3.54,0
2002,Bucknell,13,-10.24,0
2002,Buffalo,12,-2.78,0
2002,Butler,26,11.14,0
2002,Cal Poly,15,-1.28,0
2002,Cal State Fullerton,5,-11.41,0
2002,Cal State Northridge,12,-2.89,0
2002,UC-Irvine,21,3.44,0
2002,UC-Riverside,8,-7.18,0
2002,UC-Santa Barbara,20,5.55,1
2002,University of California,23,13.08,1
2002,Campbell,8,-15.39,0
2002,Canisius,10,-8.16,0
2002,Centenary (LA),14,-5.98,0
2002,Central Connecticut State,27,-1.1,1
2002,Central Florida,17,-1.2,0
2002,Central Michigan,9,-3.59,0
2002,Charleston Southern,12,-14.19,0
2002,Charlotte,18,13.61,1
2002,Chattanooga,16,1.2,0
2002,Chicago State,2,-20.25,0
2002,Cincinnati,31,24.38,1
2002,Citadel,17,-0.49,0
2002,Clemson,13,3.56,0
2002,Cleveland State,12,-2.3,0
2002,Coastal Carolina,8,-16.42,0
2002,Colgate,17,-5.84,0
2002,College of Charleston,21,4.9,0
2002,Colorado State,12,3.09,0
2002,Colorado,15,6.16,0
2002,Columbia,11,-6.14,0
2002,Connecticut,27,16.02,1
2002,Coppin State,6,-18.76,0
2002,Cornell,5,-13,0
2002,Creighton,23,8.38,1
2002,Dartmouth,9,-14.02,0
2002,Davidson,21,0.6,1
2002,Dayton,21,12.73,0
2002,Delaware State,16,-9.37,0
2002,Delaware,14,-1.57,0
2002,Denver,8,-8.16,0
2002,DePaul,9,0.6,0
2002,Detroit Mercy,18,2.39,0
2002,Drake,14,-2.16,0
2002,Drexel,14,-2.84,0
2002,Duke,31,28.91,1
2002,Duquesne,9,-4.72,0
2002,East Carolina,12,-0.82,0
2002,East Tennessee State,18,3.23,0
2002,Eastern Illinois,15,-8.06,0
2002,Eastern Kentucky,7,-14.13,0
2002,Eastern Michigan,6,-14.73,0
2002,Eastern Washington,17,-2.11,0
2002,Elon,13,-13.43,0
2002,Evansville,7,-8.36,0
2002,Fairfield,12,-5.63,0
2002,Fairleigh Dickinson,4,-19.56,0
2002,Florida A&M,9,-14.55,0
2002,Florida Atlantic,19,-3.95,1
2002,Florida International,10,-5.43,0
2002,Florida State,12,4.28,0
2002,Florida,22,22.27,1
2002,Fordham,8,-4.35,0
2002,Fresno State,19,6.78,0
2002,Furman,17,-1.62,0
2002,George Mason,19,0.81,0
2002,George Washington,12,-2.22,0
2002,Georgetown,19,13.18,0
2002,Georgia Southern,16,0.74,0
2002,Georgia State,20,-0.8,0
2002,Georgia Tech,15,8.47,0
2002,Georgia,22,14.68,1
2002,Gonzaga,29,13.9,1
2002,Grambling,9,-19.77,0
2002,Green Bay,9,-4.42,0
2002,Hampton,26,-0.4,1
2002,Hartford,14,-12.82,0
2002,Harvard,14,-6.63,0
2002,Hawaii,27,9.81,1
2002,High Point,11,-14.09,0
2002,Hofstra,12,-5.89,0
2002,Holy Cross,18,-1.62,1
2002,Houston,18,4.42,0
2002,Howard,18,-7.43,0
2002,Idaho State,10,-9.98,0
2002,Idaho,9,-9.91,0
2002,Illinois-Chicago,20,1.45,1
2002,Illinois State,17,0.73,0
2002,Illinois,26,19.2,1
2002,Indiana State,6,-4.46,0
2002,Indiana,25,19.19,1
2002,Iona,13,-5.59,0
2002,Iowa State,12,4.02,0
2002,Iowa,19,12.39,0
2002,IUPUI,15,-2.08,0
2002,Jackson State,9,-16.2,0
2002,Jacksonville State,13,-9.36,0
2002,Jacksonville,18,-3.26,0
2002,James Madison,14,-3.17,0
2002,Kansas State,13,3.81,0
2002,Kansas,33,24.38,1
2002,Kent State,30,13.67,1
2002,Kentucky,22,19.15,1
2002,La Salle,15,0.76,0
2002,Lafayette,15,-6.43,0
2002,Lamar,15,-9.36,0
2002,Lehigh,5,-14.16,0
2002,Liberty,5,-22.02,0
2002,Long Beach State,13,-2.66,0
2002,Long Island University,5,-23.18,0
2002,Louisiana,20,2.15,0
2002,Louisiana-Monroe,20,-5.47,0
2002,Louisiana State,19,10.24,0
2002,Louisiana Tech,22,7.59,0
2002,Louisville,19,11.7,0
2002,Loyola (IL),17,0.46,0
2002,Loyola Marymount,9,-7.46,0
2002,Loyola (MD),5,-17.18,0
2002,Maine,12,-12.93,0
2002,Manhattan,20,2.65,0
2002,Marist,19,1.63,0
2002,Marquette,26,17.16,1
2002,Marshall,15,-1.42,0
2002,Maryland-Baltimore County,20,-8.07,0
2002,Maryland-Eastern Shore,11,-15.59,0
2002,Maryland,32,23.5,1
2002,Massachusetts,13,2.9,0
2002,McNeese State,21,-0.59,1
2002,Memphis,27,15.29,0
2002,Mercer,6,-14.51,0
2002,Miami (FL),24,12.99,1
2002,Miami (OH),13,1.2,0
2002,Michigan State,19,14.9,1
2002,Michigan,11,3.53,0
2002,Middle Tennessee,14,-3.5,0
2002,Milwaukee,16,4.28,0
2002,Minnesota,18,12.82,0
2002,Mississippi State,27,14.42,1
2002,Mississippi Valley State,12,-15.16,0
2002,Mississippi,20,13.61,1
2002,Missouri-Kansas City,18,-0.84,0
2002,Missouri State,17,2.64,0
2002,Missouri,24,14.22,1
2002,Monmouth,18,-7.02,0
2002,Montana State,20,0.91,0
2002,Montana,16,-4.2,1
2002,Morehead State,18,-3.17,0
2002,Morgan State,3,-19.34,0
2002,Morris Brown,5,-26.38,0
2002,Mount St. Mary's,3,-23.99,0
2002,Murray State,19,0.65,1
2002,Navy,10,-8.92,0
2002,Nebraska,13,4.41,0
2002,Nevada-Las Vegas,21,7.69,0
2002,Nevada,17,2.77,0
2002,New Hampshire,11,-14.62,0
2002,New Mexico State,20,3.67,0
2002,New Mexico,16,6.3,0
2002,New Orleans,15,-3.96,0
2002,Niagara,18,-3.59,0
2002,Nicholls State,2,-24.4,0
2002,Norfolk State,10,-14.14,0
2002,North Carolina-Asheville,13,-10.76,0
2002,North Carolina A&T,11,-12.95,0
2002,North Carolina-Greensboro,20,1.39,0
2002,North Carolina State,23,15.85,1
2002,North Carolina-Wilmington,23,6.15,1
2002,North Carolina,8,3.88,0
2002,North Texas,15,-0.86,0
2002,Northeastern,7,-12.42,0
2002,Northern Arizona,14,-5.52,0
2002,Northern Illinois,12,-3.24,0
2002,Northern Iowa,14,-1.24,0
2002,Northwestern State,13,-9.42,0
2002,Northwestern,16,5.57,0
2002,Notre Dame,22,15.7,1
2002,Oakland,17,0.53,0
2002,Ohio State,24,16.14,1
2002,Ohio,17,3.02,0
2002,Oklahoma State,23,14.39,1
2002,Oklahoma,31,21.04,1
2002,Old Dominion,13,-1.59,0
2002,Oral Roberts,17,3.07,0
2002,Oregon State,12,4.04,0
2002,Oregon,26,19.67,1
2002,Pacific,20,2.91,0
2002,Penn State,7,-1.89,0
2002,Pennsylvania,25,7.96,1
2002,Pepperdine,22,8.59,1
2002,Pittsburgh,29,14.69,1
2002,Portland State,12,-7.99,0
2002,Portland,6,-7.44,0
2002,Prairie View,10,-23.99,0
2002,Princeton,16,0.29,0
2002,Providence,15,6.18,0
2002,Purdue,13,8.24,0
2002,Quinnipiac,14,-9.61,0
2002,Radford,15,-3.73,0
2002,Rhode Island,8,-5.52,0
2002,Rice,10,-3.01,0
2002,Richmond,22,5.52,0
2002,Rider,17,-1.52,0
2002,Robert Morris,12,-13.51,0
2002,Rutgers,18,4.52,0
2002,Sacramento State,9,-12.71,0
2002,Sacred Heart,8,-14.74,0
2002,Saint Francis (PA),6,-14.69,0
2002,Saint Joseph's,19,7.01,0
2002,Saint Louis,15,6.85,0
2002,Saint Mary's (CA),9,-4.56,0
2002,Saint Peter's,4,-16.75,0
2002,Sam Houston State,14,-4.96,0
2002,Samford,15,-3.84,0
2002,San Diego State,21,7.69,1
2002,San Diego,16,4.45,0
2002,San Francisco,13,0.11,0
2002,San Jose State,10,-5.81,0
2002,Santa Clara,13,-4.47,0
2002,Seton Hall,12,5.93,0
2002,Siena,17,-2.74,1
2002,South Alabama,7,-7.45,0
2002,South Carolina State,15,-11.22,0
2002,South Carolina,22,16.31,0
2002,South Florida,19,7.86,0
2002,Southeast Missouri State,6,-10.68,0
2002,Southeastern Louisiana,7,-14.57,0
2002,Southern California,22,16.49,1
2002,Southern Illinois,28,9.79,1
2002,Southern Methodist,15,4.22,0
2002,Southern Mississippi,10,-0.85,0
2002,Southern Utah,11,-4.69,0
2002,Southern,7,-21.98,0
2002,St. Bonaventure,17,6.09,0
2002,St. Francis (NY),18,-8.35,0
2002,St. John's (NY),20,7.8,1
2002,Stanford,20,17.03,1
2002,Stephen F. Austin,13,-10.32,0
2002,Stetson,10,-12.46,0
2002,Stony Brook,6,-18.25,0
2002,Syracuse,23,11.43,0
2002,Temple,19,10.58,0
2002,Tennessee-Martin,15,-7.58,0
2002,Tennessee State,11,-8.25,0
2002,Tennessee Tech,27,4.5,0
2002,Tennessee,15,11.19,0
2002,Texas A&M,9,-3.03,0
2002,Texas-Arlington,12,-10.36,0
2002,Texas Christian,16,4.42,0
2002,Texas-El Paso,10,-1.92,0
2002,Texas-Rio Grande Valley,20,-1.34,0
2002,Texas-San Antonio,19,-3.25,0
2002,Texas Southern,11,-20.35,0
2002,Texas State,12,-8.93,0
2002,Texas Tech,23,14.72,1
2002,Texas,22,14.31,1
2002,Toledo,16,-0.9,0
2002,Towson,11,-13.3,0
2002,Troy,18,-3.12,0
2002,Tulane,14,3.41,0
2002,Tulsa,27,12.66,1
2002,UCLA,21,13.14,1
2002,Utah State,23,5.63,0
2002,Utah,21,10.68,1
2002,Valparaiso,25,9.38,1
2002,Vanderbilt,17,6.67,0
2002,Vermont,21,-3.74,0
2002,Villanova,19,10.71,0
2002,Virginia Commonwealth,21,1.2,0
2002,VMI,10,-9.14,0
2002,Virginia Tech,10,2.56,0
2002,Virginia,17,13.21,0
2002,Wagner,19,-4.45,0
2002,Wake Forest,21,15.25,1
2002,Washington State,6,-3.06,0
2002,Washington,11,4.39,0
2002,Weber State,18,0.36,0
2002,West Virginia,8,-1.37,0
2002,Western Carolina,12,-7.89,0
2002,Western Illinois,12,-7.45,0
2002,Western Kentucky,28,10.46,1
2002,Western Michigan,17,0.72,0
2002,Wichita State,15,0.81,0
2002,William & Mary,10,-6.08,0
2002,Winthrop,19,-6.54,1
2002,Wisconsin,19,10.09,1
2002,Wofford,11,-7.03,0
2002,Wright State,17,0.99,0
2002,Wyoming,22,8.62,1
2002,Xavier,26,13.9,1
2002,Yale,21,-0.08,0
2002,Youngstown State,5,-12.89,0
2003,Air Force,12,1.71,0
2003,Akron,14,-0.8,0
2003,Alabama A&M,8,-16.71,0
2003,Alabama-Birmingham,21,7.6,0
2003,Alabama State,14,-10.33,0
2003,Alabama,17,13.36,1
2003,Albany (NY),7,-14.87,0
2003,Alcorn State,14,-12.39,0
2003,American,16,-1.38,0
2003,Appalachian State,19,-1.92,0
2003,Arizona State,20,15.01,1
2003,Arizona,28,23.42,1
2003,Little Rock,18,-0.94,0
2003,Arkansas-Pine Bluff,4,-24.22,0
2003,Arkansas State,13,-0.06,0
2003,Arkansas,9,4.67,0
2003,Army,5,-19.72,0
2003,Auburn,22,12.68,1
2003,Austin Peay,23,-0.84,1
2003,Ball State,13,-0.57,0
2003,Baylor,14,6.04,0
2003,Belmont,17,-2.3,0
2003,Bethune-Cookman,8,-19.13,0
2003,Binghamton,14,-4.76,0
2003,Boise State,13,-0.97,0
2003,Boston College,19,10.3,0
2003,Boston University,20,1.1,0
2003,Bowling Green State,13,-2.2,0
2003,Bradley,12,1.13,0
2003,Brigham Young,23,13.63,1
2003,Brown,17,-2.33,0
2003,Bucknell,14,-6.61,0
2003,Buffalo,5,-7.96,0
2003,Butler,27,9.11,1
2003,Cal Poly,16,-2.37,0
2003,Cal State Fullerton,10,-6.72,0
2003,Cal State Northridge,14,-2.27,0
2003,UC-Irvine,20,2.07,0
2003,UC-Riverside,6,-9.34,0
2003,UC-Santa Barbara,18,3.1,0
2003,University of California,22,11.77,1
2003,Campbell,5,-19.8,0
2003,Canisius,10,-3.23,0
2003,Centenary (LA),14,-9.66,0
2003,Central Connecticut State,15,-8.15,0
2003,Central Florida,21,0.07,0
2003,Central Michigan,25,6.85,1
2003,Charleston Southern,14,-9.87,0
2003,Charlotte,13,5.5,0
2003,Chattanooga,21,0.4,0
2003,Chicago State,3,-14.2,0
2003,Cincinnati,17,12.9,1
2003,Citadel,8,-12.19,0
2003,Clemson,15,5.67,0
2003,Cleveland State,8,-6.95,0
2003,Coastal Carolina,13,-12.45,0
2003,Colgate,14,-8.35,0
2003,College of Charleston,25,1.21,0
2003,Colorado State,19,5.38,1
2003,Colorado,20,12.82,1
2003,Columbia,2,-17.28,0
2003,Connecticut,23,15.84,1
2003,Coppin State,11,-11,0
2003,Cornell,9,-12.24,0
2003,Creighton,29,15.33,1
2003,Dartmouth,8,-10.64,0
2003,Davidson,17,0.21,0
2003,Dayton,24,11,1
2003,Delaware State,15,-9.94,0
2003,Delaware,15,-1.22,0
2003,Denver,17,1.53,0
2003,DePaul,16,8.84,0
2003,Detroit Mercy,18,5.86,0
2003,Drake,10,-4.28,0
2003,Drexel,19,1.56,0
2003,Duke,26,19.86,1
2003,Duquesne,9,-4.38,0
2003,East Carolina,12,1.81,0
2003,East Tennessee State,20,-0.9,1
2003,Eastern Illinois,14,-3.17,0
2003,Eastern Kentucky,11,-10.99,0
2003,Eastern Michigan,14,-3.84,0
2003,Eastern Washington,18,2.53,0
2003,Elon,12,-13.62,0
2003,Evansville,12,-0.71,0
2003,Fairfield,19,-0.25,0
2003,Fairleigh Dickinson,15,-11.53,0
2003,Florida A&M,17,-10.58,0
2003,Florida Atlantic,7,-12.55,0
2003,Florida International,8,-5.27,0
2003,Florida State,14,9,0
2003,Florida,25,18.54,1
